Wrd,posAsm,posEng,IdeaID,Meanings
বেগতে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
বেগেতে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
জটৰাই,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
অচিৰাৎ,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
পোনদাহে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
তিন-তিলিকতে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
বিদ্যুৎ-সঞ্চাৰে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
তত্কালতে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
তত্কালে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
চমিকি,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
তাৎক্ষণিক,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
তৎমুহূৰ্ততে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
তিলিকতে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
গপাতকে ,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
ভ'উতকে ,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
জান্তে,ক্ৰিয়া বিশেষণ,Adverb,573,"হাতে হাতে,তৎকালীন,তৎকালিক,তদ্দণ্ডে"
বৰং,ক্ৰিয়া বিশেষণ,Adverb,575,"বৰঞ্চ,তাতকৈ,তাত কৰি,তাতোকৈ"
বৰঞ্চ,ক্ৰিয়া বিশেষণ,Adverb,575,"তাতকৈ,তাত কৰি,তাতোকৈ,বৰং"
তাতকৈ,ক্ৰিয়া বিশেষণ,Adverb,575,"বৰঞ্চ,তাত কৰি,তাতোকৈ,বৰং"
তাত কৰি,ক্ৰিয়া বিশেষণ,Adverb,575,"বৰঞ্চ,তাতকৈ,তাতোকৈ,বৰং"
তাতোকৈ,ক্ৰিয়া বিশেষণ,Adverb,575,"বৰঞ্চ,তাতকৈ,তাত কৰি,বৰং"
দকচি,ক্ৰিয়া বিশেষণ,Adverb,585,"অতিপাতকৈ,অতিপাতভাবে,অতিকৈ,অতিশয়ৰূপে"
অতিপাতকৈ,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতভাবে,অতিকৈ,অতিশয়ৰূপে"
অতিপাতভাবে,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিকৈ,অতিশয়ৰূপে"
অতিকৈ,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিশয়ৰূপে"
অতিশয়ৰূপে,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
অধিককৈ,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
ঠাচি ঠাচি,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
ঠাহি ঠাহি,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
মাত্ৰাধিককৈ,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
বঢ়াই,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
অতিচাৰকৈ,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
দগৰি,ক্ৰিয়া বিশেষণ,Adverb,585,"দকচি,অতিপাতকৈ,অতিপাতভাবে,অতিকৈ"
লাহেকৈ,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
লাহে-লাহে,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
আস্তে,ক্ৰিয়া বিশেষণ,Adverb,642,"শনৈঃ,জুৰে,ধীৰে-শাঁতে,আস্তে-সুস্থে"
শনৈঃ,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,জুৰে,ধীৰে-শাঁতে,আস্তে-সুস্থে"
জুৰে,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,ধীৰে-শাঁতে,আস্তে-সুস্থে"
ধীৰে-শাঁতে,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,আস্তে-সুস্থে"
আস্তে-সুস্থে,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
জুৰে-শাঁতে,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
সোৱাই সোৱাই,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
ধীৰে,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
আস্তেকৈ,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
আলম বিলমকৈ,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
মন্দমন্দ,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
আচতেকে ,ক্ৰিয়া বিশেষণ,Adverb,642,"আস্তে,শনৈঃ,জুৰে,ধীৰে-শাঁতে"
কেতিয়াবা,ক্ৰিয়া বিশেষণ,Adverb,650,"কাহানিবা,কদাচিত্‍,sometime"
কাহানিবা,ক্ৰিয়া বিশেষণ,Adverb,650,"কদাচিত্‍,কেতিয়াবা,sometime"
কদাচিত্‍,ক্ৰিয়া বিশেষণ,Adverb,650,"কাহানিবা,কেতিয়াবা,sometime"
ঘপহ কৈ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
হঠাৎ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
অকস্মাৎ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
আচম্বিতে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
সাউত্কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"দৈৱাৎ,খকৰাই,গিৰিসাই,ভটং কৰে"
দৈৱাৎ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,খকৰাই,গিৰিসাই,ভটং কৰে"
খকৰাই,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,গিৰিসাই,ভটং কৰে"
গিৰিসাই,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,ভটং কৰে"
ভটং কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ভুটুং কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ভুটুঙাই,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
দৈৱক্ৰমে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
চাঁত কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
জাঁত কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ফট্ কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ঘপ্ কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ঘপৰাই,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ঘকৰাই,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
অকস্মাতে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
হঠাতে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
আকস্মিকভাৱে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
খচকৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
খচকৈ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ঘকৰ কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
দৈৱবশে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
দৈৱযোগে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
দৈৱ-দুৰ্বিপাকত,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
গিৰিস্ কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
খকৰ কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
পুটুং কৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ঘপকৈ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ফুৰুৎকৰে,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ভতাতকে ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
ফোটকৈ,ক্ৰিয়া বিশেষণ,Adverb,675,"সাউত্কৰে,দৈৱাৎ,খকৰাই,গিৰিসাই"
একেলগে,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,সমূহীয়াকৈ,লগে-সঙ্গে,একেলগ হৈ"
লগে-ভাগে,ক্ৰিয়া বিশেষণ,Adverb,722,"সমূহীয়াকৈ,লগে-সঙ্গে,একেলগ হৈ,ঐক্যবদ্ধভাৱে"
সমূহীয়াকৈ,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,লগে-সঙ্গে,একেলগ হৈ,ঐক্যবদ্ধভাৱে"
লগে-সঙ্গে,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,সমূহীয়াকৈ,একেলগ হৈ,ঐক্যবদ্ধভাৱে"
একেলগ হৈ,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,সমূহীয়াকৈ,লগে-সঙ্গে,ঐক্যবদ্ধভাৱে"
ঐক্যবদ্ধভাৱে,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,সমূহীয়াকৈ,লগে-সঙ্গে,একেলগ হৈ"
মিলিজুলি,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,সমূহীয়াকৈ,লগে-সঙ্গে,একেলগ হৈ"
সমিলমিলেৰে,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,সমূহীয়াকৈ,লগে-সঙ্গে,একেলগ হৈ"
আসঙ্গে-প্ৰসঙ্গে,ক্ৰিয়া বিশেষণ,Adverb,722,"লগে-ভাগে,সমূহীয়াকৈ,লগে-সঙ্গে,একেলগ হৈ"
খুব,ক্ৰিয়া বিশেষণ,Adverb,762,"নিচেই,বৰ,অতি,very"
বৰ,ক্ৰিয়া বিশেষণ,Adverb,762,"নিচেই,খুব,অতি,very"
অতি,ক্ৰিয়া বিশেষণ,Adverb,762,"নিচেই,খুব,বৰ,very"
নিচেই,ক্ৰিয়া বিশেষণ,Adverb,762,"খুব,বৰ,অতি,very"
ঘাইকৈ,ক্ৰিয়া বিশেষণ,Adverb,783,"প্ৰধানকৈ,প্ৰধানতঃ,মুখ্যতঃ,বিশেষতঃ"
প্ৰধানকৈ,ক্ৰিয়া বিশেষণ,Adverb,783,"ঘাইকৈ,প্ৰধানতঃ,মুখ্যতঃ,বিশেষতঃ"
প্ৰধানতঃ,ক্ৰিয়া বিশেষণ,Adverb,783,"ঘাইকৈ,প্ৰধানকৈ,মুখ্যতঃ,বিশেষতঃ"
